"Bernard Magrez Winery, Morocco",Morocco,"[31.791702, -7.092619999999999]",,
"L'Antica Fornace di Ridolfo Winery, Italy","SP77, 53013 Castagnoli SI, Italy","[43.4417086, 11.4585497]",,
"Robert Gilliard Winery, Switzerland","Rue de LoÃ¨che 70, 1950 Sion, Switzerland","[46.2391191, 7.3672529]",,
"Roxanich Winery, Croatia","L50046 4a, 52440, KosinoÅ_iÄ‡i, Croatia","[45.2423177, 13.6567649]",,
"Tenuta L'Illuminata Winery, Italy","SP58, 12064 La Morra CN, Italy","[44.644618, 7.909561999999999]",,
"Alma Sol Winery, US","1321 Thousand Oaks Blvd #108, Thousand Oaks, CA 91362, USA","[34.1788697, -118.8566816]",,
"Bera Winery, Italy","Via Castellero Cascina Palazzo, 12, 12050 Neviglie CN, Italy","[44.702174, 8.112231999999999]",,
"Gianelli Winery, US","18158 Main St, Jamestown, CA 95327, USA","[37.9522889, -120.4237818]",,
"Mas du Fadan Winery, France","D5, Route de villeveyrac, 34530 Montagnac, France","[43.488586, 3.517665]",,
"Plumb Cellars Winery, US","39 E Main St, Walla Walla, WA 99362, USA","[46.0676758, -118.3381156]",,
"Temps de Flors Winery, Spain","Ronda Sant Antoni M. Claret, 41, 17002 Girona, Spain","[41.9793901, 2.8218361]",,
"TxomÃ_n EtxanÃ_z Winery, Spain","Eitzaga Auzoa, 13, 20808 Getaria, Gipuzkoa, Spain","[43.2960394, -2.1942006]",,
"Valtea Winery, Spain","36429 A Portela, Pontevedra, Spain","[42.15680070000001, -8.2452379]",,
"Santa Monica Winery, Chile","395 Santa Monica Place #300, Santa Monica, CA 90401, United States","[34.0132736, -118.494651]",,
"ChÃ¢teau ThÃ©nac Winery, France","Le Bourg, 24240 ThÃ©nac, France","[44.7498532, 0.341479]",,
"Fiddletown Cellars Winery, US","21390 Ostrom Rd, Fiddletown, CA 95629, USA","[38.519137, -120.756919]",,
"Mesa Winery, Italy","1502 NM-68, Velarde, NM 87582, USA","[36.1784176, -105.971732]",,
"Pepi Winery, US","987 St Helena Hwy, St Helena, CA 94574, USA","[38.4849718, -122.4473587]",,
"Stinson Winery, US","4744 Sugar Hollow Rd, Crozet, VA 22932, USA","[38.1195948, -78.6645613]",,
"ChÃ¢teau Tour Prignac Winery, France","ChÃ¢teau Tour Prignac, 33340 Prignac-en-MÃ©doc, France","[45.326137, -0.913007]",,
"ChÃ¢teau Cantinot Winery, France","1 Cantinot, 33390 Cars, France","[45.1344849, -0.5921784]",,
"ChÃ¢teau Saint-Sulpice Winery, France","217 Mauvinon, 33330 Saint-Sulpice-de-Faleyrens, France","[44.8656229, -0.1833614]",,
"Homage Winery, US","9625, 102 Foothill Blvd, Calistoga, CA 94515, United States","[38.572997, -122.569571]",,
"Edmond August Winery, US","Edmond, OK, USA","[35.6528323, -97.47809540000002]",,
"FernÃ¡ndez GÃ_mez Winery, Spain","El Olmo Kalea, 16, 01330 Labastida, Araba, Spain","[42.5914715, -2.7940143]",,
"Maison Sichel Winery, France","ChÃ¢teau d'Argadens, 33490 Saint-AndrÃ©-du-Bois, France","[44.615977, -0.1696822]",,
"Bocale Winery, Italy","via Fratta Alzatura, Loc Madonna della Stella, 06036 Montefalco PG, Italy","[42.860284, 12.674006]",,
"ChÃ¢teau Vieux Robin Winery, France","3 Route des Anguilleys, 33340 BÃ©gadan, France","[45.3723755, -0.8873823]",,
"Contucci Winery, Italy","Via del Teatro, 1, 53045 Montepulciano SI, Italy","[43.0923124, 11.7814731]",,
"Tenuta Sette Cieli Winery, Italy","Via Sandro Pertini, 16, 57020 Mannaione LI, Italy","[43.2744645, 10.5605031]",,
"Domaine Vincent Stoeffler Winery, France","1 Rue des LiÃ¨vres, 67140 Barr, France","[48.4067277, 7.4515243]",,
"Aberrant Cellars Winery, US","17090 NE Woodland Loop Rd, Yamhill, OR 97148, USA","[45.3378954, -123.133961]",,
"NamastÃ© Vineyards, US","5600 Van Well Rd, Dallas, OR 97338, USA","[45.019472, -123.323608]",,
"Rubicon Estate Winery, US","1991 St Helena Hwy, Rutherford, CA 94573, USA","[38.45838670000001, -122.4237959]",,
"Kaesler Winery, Australia","Barossa Valley Way, Nuriootpa SA 5355, Australia","[-34.48582, 138.991131]",,
"Quinta da Lixa Winery, Portugal","Av. da RepÃºblica, 4615-658 Vila Cova de Lixa, Portugal","[41.3271105, -8.150677]",,
"Quinta da Raza Winery, Portugal","4890-571 Celorico de Basto, Portugal","[41.426011, -7.9728868]",,
"Sweetzer Cellars Winery, US","308 N 9th St Unit C, Lompoc, CA 93436, USA","[34.642295, -120.437845]",,
"Vie di Romans Winery, Italy","Loc. Vie di Romans, 1, 34070 Mariano del Friuli GO, Italy","[45.906569, 13.4523297]",,
"Villa Yustina Winery, Bulgaria","Ustina, 4228 Ustina, Bulgaria","[42.0394805, 24.5193766]",,
"Budureasca Winery, Romania","DC73B, Romania","[45.038924, 26.406136]",,
"Finca Patagonia Winery, Chile",Patagonia,"[-41.8101472, -68.9062689]",,
"Sharecropper's Winery, US","2761 E 9th St, Newberg, OR 97132, USA","[45.2931879, -122.9523848]",,
"Martha Clara Winery, US","6025 Sound Ave, Riverhead, NY 11901, USA","[40.9812525, -72.58939269999999]",,
"Red Tail Ridge Winery, US","846 NY-14, Penn Yan, NY 14527, USA","[42.7234246, -76.9758532]",,
"Round Hill Winery, US","875 Rutherford Rd, Napa, CA 94558, USA","[38.464276, -122.404404]",,
"ChÃ¢teau Cahuzac Winery, France","81140 Cahuzac-sur-VÃ¨re, France","[43.9680751, 1.9077534]",,
"Duchessa Lia Winery, Italy","Corso Piave, 140, 12058 Santo Stefano Belbo CN, Italy","[44.700531, 8.217677]",,
"Pelvillain FrÃ¨res Winery, France","Lieu dit Circofoul - R.D.9, 46140 Albas, France","[44.4745888, 1.2427538]",,
"UDACA Winery, Portugal","Bairro MisericÃ_rdia lt A41, 3500-322 Viseu, Portugal","[40.632727, -7.905344]",,
"Virginia Dare Winery, US","22281 Chianti Rd, Geyserville, CA 95441, USA","[38.71544799999999, -122.923078]",,
"Montalvo Wilmot Winery, Spain","13710 Argamasilla de Alba, Ciudad Real, Spain","[39.0576215, -3.0225663]",,
"Larner Winery, US","955 Ballard Canyon Rd, Solvang, CA 93463, USA","[34.6143229, -120.1539888]",,
"Monte Branco Winery, Portugal","Monte Branco, 7100-145 Estremoz, Portugal","[38.85517, -7.605924]",,
"Jean-Maurice Raffault Winery, France","74 Rue du Bourg, 37420 Savigny-en-VÃ©ron, France","[47.20447799999999, 0.1466096]",,
"ChÃ¢teau Gaudrelle Winery, France","12 Quai de la Loire, 37210 Rochecorbon, France","[47.4061831, 0.7381626]",,
"Couly-Dutheil Winery, France","12 Rue Diderot, 37500 Chinon, France","[47.1676461, 0.248896]",,
"Domaine des Berthiers Winery, France","28 Rue du Mont Beauvois, 58150 Saint-Andelain, France","[47.309248, 2.960801]",,
"ViÃ±a La Rosa Winery, Chile","Calle Of 602 - Coyancura 2283, Providencia, RegiÃ_n Metropolitana, Chile","[-33.423025, -70.60793199999999]",,
"Vodopivec Winery, Italy","4, LocalitÃ  Colludrozza, 4, Colludrozza TS, Italy","[45.741807, 13.745637]",,
"Poggio Bonelli Winery, Italy","Loc Poggio Bonelli, 53019 Castelnuovo Berardenga SI, Italy","[43.34292, 11.47075]",,
"Stephen Vincent Winery, US","7 4th St #59, Petaluma, CA 94952, USA","[38.2332413, -122.6403852]",,
"Acre Twenty-one Winery, US","13701 NE 171st St, Woodinville, WA 98072, USA","[47.75024000000001, -122.156988]",,
"Artimino Winery, Italy","Viale Papa Giovanni XXIII, 1, 59015 Artimino PO, Italy","[43.782304, 11.042604]",,
"Goose Ridge Winery, US","14450 Redmond-Woodinville Rd NE, Woodinville, WA 98072, USA","[47.73206099999999, -122.140424]",,
"ChÃ¢teau des Antonins Winery, France","Le Couvent, 33190 Pondaurat, France","[44.538366, -0.084961]",,
"ChÃ¢teau Ramage la Batisse Winery, France","La Tourte, 33250 Saint-Sauveur, France","[45.2019419, -0.8201546]",,
"ChÃ¢teau Grand Jean Winery, France","Grand Jean, 33760 Soulignac, France","[44.7019136, -0.2832454]",,
"Esser Winery, US","5570 Skylane Blvd c, Santa Rosa, CA 95403, USA","[38.5177711, -122.798766]",,
"Hudson Shah Winery, US","15500 Woodinville-Redmond Road Northeast C600, Woodinville, WA 98072, United States","[47.7400262, -122.1546965]",,
"Koehler Winery, US","5360 Foxen Canyon Rd, Los Olivos, CA 93441, USA","[34.7310269, -120.1290745]",,
"La Val Winery, Spain","Calle Crucero San Miguel De TabagÃ_n, 0 S-N, 36770 O Rosal, Pontevedra, Spain","[41.93693, -8.836269999999999]",,
"ViÃ±a Aquitania Winery, Chile","Av. Consistorial 5090, Penalolen, PeÃ±alolÃ©n, RegiÃ_n Metropolitana, Chile","[-33.49059200000001, -70.5498923]",,
"Yaffo Winery, Israel","14, Neve Michael, Israel","[31.6759048, 35.0016583]",,
"Domaine Vico Winery, France","Route de Calvi, 20218 Morosaglia, France","[42.47166, 9.207213]",,
"Two Horns Winery, US","3159 Cape Horn Rd, Red Lion, PA 17356, USA","[39.9191526, -76.62846689999999]",,
"Adega Mayor Winery, Portugal","Herdade das Argamassas, 7370-171 Campo Maior, Portugal","[39.049918, -7.094593]",,
"Cuckoo's Nest Winery, US","654 Kendall Rd, Cave Junction, OR 97523, USA","[42.118373, -123.550604]",,
"Domaine Paquet et Fils Winery, France","71570 ChaintrÃ©, France","[46.254981, 4.780288]",,
"ZinPhomaniac Winery, US","1304 Southpoint Blvd #240, Petaluma, CA 94954, USA","[38.2604513, -122.6468945]",,
"Domaine Saumaize-Michelin Winery, France","Le Martelet, 71960 Vergisson, France","[46.311303, 4.7160004]",,
"Gaia Wines, Greece","Î˜Î_ÏƒÎ· Î’ÏÅÎ±Ï‡ÎµÎ_Î_Ï‚, ÎˆÎ_Ï‰ Î“Ï‰Î_Î_Î¬, Î£Î±Î_Ï„Î¿ÏÅÎ¯Î_Î·, Perivolia 847 00, Greece","[36.3913453, 25.4857922]",,
"McKinney Winery, US","101 N Kentucky St, McKinney, TX 75069, USA","[33.1973888, -96.6160513]",,
"Domaine Saint-RÃ©my Winery, France","34 Route d'Eguisheim, 68920 Wettolsheim, France","[48.0584989, 7.3058403]",,
"Legacy Winery, US","1600 Oak Grove Rd NW, Salem, OR 97304, USA","[44.959366, -123.147962]",,
"ChÃ¢teau la Tour Blanche Winery, France","La Tour Blanche, 33210 Bommes, France","[44.542838, -0.350671]",,
"Neudorf Winery, New Zealand","138 Neudorf Rd, Nelson 7175, New Zealand","[-41.248579, 172.991816]",,
"Luiano Winery, Italy","Via di Luiano, 32, 50026 San Casciano in Val di pesa FI, Italy","[43.6575386, 11.2355599]",,
"Pennywise Winery, US","Pennywise Path, Edgartown, MA 02539, USA","[41.393036, -70.53911099999999]",,
"Staete Landt Winery, New Zealand","48 Jeffries Rd, Springlands, Blenheim 7273, New Zealand","[-41.4787936, 173.8436013]",,
"Terre d'Aleramo Winery, Italy","Via Emanuele Filiberto, 13, 14100 Asti AT, Italy","[44.8972023, 8.2065328]",,
"IL Gioiello Winery, US","22355 Lawrence Rd, Fiddletown, CA 95629, USA","[38.5339501, -120.730208]",,
"Dogliotti 1870 Winery, Italy","Via Fratelli Vicari, 70, 14054 Castagnole delle Lanze AT, Italy","[44.74516999999999, 8.14682]",,
"Gancia Winery, Italy","Corso LibertÃ , 66, 14053 Canelli AT, Italy","[44.7155731, 8.2880022]",,
"Petaluma Winery, Australia","77/233 Pfeiffer Rd, Woodside SA 5244, Australia","[-34.9500183, 138.9037879]",,
"ChÃ¢teau Rouget Winery, France","6 Route de Saint-Jacques-de -Compostelle, 33500 Pomerol, France","[44.93656499999999, -0.201023]",,
"ChÃ¢teau SÃ©rilhan Winery, France","5 Rue Edouard Herriot, 33180 Saint-EstÃ¨phe, France","[45.2586345, -0.8022226000000001]",,
"Clos l'Eglise Winery, France","Clos l'Eglise, 33500 Pomerol, France","[44.9343857, -0.2031106]",,
"Domaine du Pegau Winery, France","avenue 84230, 15B Avenue ImpÃ©riale, 84230 ChÃ¢teauneuf-du-Pape, France","[44.0615476, 4.8313408]",,
"Vignerons de CaractÃ¨re Winery, France","258 Route de Vaison la Romaine, 84190 Vacqueyras, France","[44.140487, 4.986205]",,
"ChÃ¢teau la Bienfaisance Winery, France","39 Le Bourg, 33330 Saint-Christophe-des-Bardes, France","[44.8969998, -0.1215792]",,
"ChÃ¢teau Lascombes Winery, France","1 Cours de Verdun, 33460 Margaux, France","[45.041003, -0.6828557]",,
"ChÃ¢teau Paloumey Winery, France","50 Rue Pouge de Beau, 33290 Ludon-MÃ©doc, France","[44.985355, -0.6321289999999999]",,
"Weingut Albert Gessinger Winery, Germany","MoselstraÃŸe 9, 54492 Zeltingen-Rachtig, Germany","[49.95609, 7.00713]",,
"Donato D'Angelo Winery, Italy","Via Padre Pio, 8, 85028 Rionero In Vulture PZ, Italy","[40.933281, 15.676225]",,
"GÃ©rard Loriot Winery, France","6 Rue Saint-Vincent, 51700 Festigny, France","[49.05364540000001, 3.7647445]",,
"Aurora Cellars Winery, Brazil","7788 E Horn Rd, Lake Leelanau, MI 49653, USA","[45.015056, -85.697492]",,
"Backhouse Winery, US","242 Mary St, Niagara-on-the-Lake, ON L0S 1J0, Canada","[43.2525109, -79.08378309999999]",,
"Greedy Winery, US","1292 Hurlbut Ave, Sebastopol, CA 95472, USA","[38.416676, -122.8393501]",,
"DSG Vineyards, Spain","Avda. de Vizcaya, 3, 26200 Haro, La Rioja, Spain","[42.5845054, -2.8479657]",,
"Jettlynn Winery, US","8585 Cross Canyons Rd, San Miguel, CA 93451, USA","[35.754782, -120.679375]",,
"Lidio Carraro Winery, Brazil","RS-444, 21 - Vale dos Vinhedos, Bento GonÃ§alves - RS - Vale dos Vinhedos, Bento GonÃ§alves - RS, 95711-000, Brazil","[-29.1821335, -51.5843335]",,
"Borgo San Daniele Winery, Italy","Via S. Daniele, 28, 34071 Cormons GO, Italy","[45.9634146, 13.4632688]",,
"Quinta das Marias Winery, Portugal","R. Portela 34, 3430-364 Oliveira do Conde, Portugal","[40.4431029, -7.9679213]",,
"Seufert Winery, US","303 Main St #1B, Dayton, OR 97114, USA","[45.221638, -123.076891]",,
"Teliani Valley Winery, Georgia","Tbilisi Highway 3, Telavi, áƒ—áƒ”áƒ_áƒêáƒ•áƒ˜ 2200, Georgia","[41.921493, 45.514428]",,
"Vinkara Winery, Turkey","Halit Cevri Aslangil, Kalecik/Ankara, Turkey","[40.0951193, 33.4546267]",,
"Colcanyon Winery, US","2375 Latigo Canyon Road NOT OPEN TO THE PUBLIC, Malibu, CA 90265, United States","[34.069243, -118.780672]",,
"Dolin Winery, US","5970 Cavalleri Rd, Malibu, CA 90265, USA","[34.031821, -118.800945]",,
"Domaine Netofa Winery, Israel","20, Mitzpe Netofa, Israel","[32.803448, 35.383406]",,
"Tenuta Buon Tempo Winery, Italy","Loc. Oliveto, 53024 Montalcino, SI, Italy","[42.985217, 11.52337]",,
"Teperberg Winery, Israel","Tsor'a, 99803, Israel","[31.7595899, 34.9662638]",,
"PeÃ±alolen Winery, Chile","Av. QuilÃ_n 7100, Penalolen, PeÃ±alolÃ©n, RegiÃ_n Metropolitana, Chile","[-33.4985778, -70.56251929999999]",,
"Ahnfeldt Winery, US","983 Napa St, Napa, CA 94559, USA","[38.302851, -122.2879681]",,
"Calcareous Winery, US","3430 Peachy Canyon Rd, Paso Robles, CA 93446, USA","[35.629444, -120.750437]",,
"Les Vignerons de la MÃ©diterranÃ©e Winery, France","12 Rue du Rec de Veyret, 11100 Narbonne, France","[43.1743306, 2.9893732]",,
"Coastview Winery, US","Chualar, CA 93925, USA","[36.605882, -121.375451]",,
"ChÃ¢teau de Jurque Winery, France","Jurque, 64110 JuranÃ§on, France","[43.256384, -0.417178]",,
"ChÃ¢teau LabastidiÃ© Winery, France","49 Hulfish St, Princeton, NJ 08542, USA","[40.3506884, -74.66276309999999]",,
"Domaine Berrod Winery, France","Le Vivier, 69820 Fleurie, France","[46.18974, 4.718496]",,
"Fall Line Winery, US","#107, 1203, 2960, 4th Ave S, Seattle, WA 98134, United States","[47.5764854, -122.3281104]",,
"Mirabelle Winery, US","1400 Schramsberg Rd, Calistoga, CA 94515, USA","[38.5494815, -122.5378838]",,
"Nemeion Estate Winery, Greece","Nemea 205 00, Greece","[37.82999849999999, 22.6544802]",,
"Purple Star Winery, US","56504 NE Roza Rd, Benton City, WA 99320, USA","[46.2955245, -119.5266909]",,
"Jean-Michel DuprÃ© Winery, France","69430 Les Ardillats, France","[46.175795, 4.541647]",,
"Kourtaki Winery, Greece","Markopoulo Mesogeas 190 03, Greece","[37.885544, 23.927568]",,
"MartÃ_n Berdugo Winery, Spain","Ctra. de la Colonia, s/n, 09400 Aranda del Duero, Burgos, Burgos, Spain","[41.6605046, -3.6719003]",,
"Wiegner Winery, Italy","95012 Passopisciaro CT, Italy","[37.866001, 15.049885]",,
"Jack Creek Winery, US","5265 Jack Creek Rd, Templeton, CA 93465, USA","[35.5536403, -120.7920567]",,
"Tascante Winery, Italy","SS 120 Km 189,700, CONTRADA MARCHESA, 95012 Passopisciaro CT, Italy","[37.8644943, 15.0516422]",,
"Le Charmel Winery, France","4 Route nationale, 02850 Courtemont-Varennes, France","[49.0714692, 3.5372501]",,
"Masseria Altemura Winery, Italy","Strada Provinciale 69, 72028 Torre Santa Susanna BR, Italy","[40.48455000000001, 17.765851]",,
"Mussel Bay Winery, New Zealand","31 Otamarua Rd, Russell 0272, New Zealand","[-35.283272, 174.181771]",,
"Perla del Garda Winery, Italy","Via Fenil Vecchio, 9, 25017 Lonato del Garda BS, Italy","[45.4075385, 10.5587626]",,
"Rippon Winery, New Zealand","246 Wanaka-Mount Aspiring Rd, Wanaka 9381, New Zealand","[-44.697098, 169.098916]",,
"Eradus Winery, New Zealand","1925 Redwood Pass, Rd 4, Blenheim 7274, New Zealand","[-41.6553903, 174.0845242]",,
"Filippi Winery, Italy","12467 Base Line Rd, Rancho Cucamonga, CA 91739, USA","[34.1213949, -117.5323013]",,
"Echo Bay Winery, New Zealand","379B Gordons Rd, Waiheke Island, Auckland 1971, New Zealand","[-36.8302601, 175.0783]",,
"Prime Solum Winery, US","1021 Atlas Peak Rd, Napa, CA 94558, USA","[38.3384752, -122.2626253]",,
"Quilt Winery, US","1275 Inglewood Ave, St Helena, CA 94574, USA","[38.487501, -122.449412]",,
"Brokenwood Winery, Australia","401-427 McDonalds Rd, Pokolbin NSW 2320, Australia","[-32.77597, 151.2994087]",,
"Hauck Winery, US","999 Foreman Ln, Healdsburg, CA 95448, USA","[38.5810131, -122.8787628]",,
"Fongaro Winery, Italy","Via Motto Piane, 12, 37030 RoncÃ  VR, Italy","[45.488843, 11.296794]",,
"ViÃ±a El Cerno Winery, Argentina","Carril Perito Moreno 631, Coquimbito, 5513 MaipÃº, Mendoza, Argentina","[-33.002401, -68.750081]",,
"St Hallett Winery, Australia","LOT 100 St Halletts Rd, Tanunda SA 5232, Australia","[-34.5499211, 138.9454719]",,
"Rooiberg Winery, South Africa","Scenic Cape Route 62, South Africa, South Africa","[-33.77673, 19.76193]",,
"Sea Mist Winery, US","Sea Mist, Aquinnah, MA 02535, USA","[41.3493054, -70.82632149999999]",,
"Angelo Cellars Winery, US","255410 US-101, Port Angeles, WA 98362, USA","[48.0958486, -123.2977018]",,
"Ankal Winery, Spain","14463 Black Ankle Rd, Mt Airy, MD 21771, USA","[39.4601403, -77.16360209999999]",,
"Carlson Winery, US","461 35 Rd, Palisade, CO 81526, USA","[39.0720096, -108.4043327]",,
"ChÃ¢teau la Mascaronne Winery, France","Quartier, La Mascarone, 83340 Le Luc, France","[43.384222, 6.281014]",,
"ChÃ¢teau Sainte-BÃ©atrice Winery, France","491 Chemin des Peiroux, 83510 Lorgues, France","[43.459533, 6.3820484]",,
"Domaine Capmartin Winery, France","Le Couvent, 32400 Maumusson-Laguian, France","[43.610675, -0.102568]",,
"Domaine Dragon Winery, France","990 Avenue FrÃ©dÃ©ric Henri Manhes, 83300 Draguignan, France","[43.55404559999999, 6.434659]",,
"ChÃ¢teau Philippe-le-Hardi Winery, France","1 Rue du ChÃ¢teau, 21590 Santenay, France","[46.914614, 4.694716]",,
"Il Roverone Winery, Italy","47W614 Illinois 38, Maple Park, IL 60151, USA","[41.895572, -88.538669]",,
"Nathalie et Gilles FÃ¨vre Winery, France","Route de Chablis, 89800 Fontenay-prÃ¨s-Chablis, France","[47.8420294, 3.809305499999999]",,
"Open Range Winery, US","275 Hill Top Dr, Fredericksburg, TX 78624, USA","[30.3017441, -98.8971512]",,
"Domaine Amirault Winery, France","46 Avenue Saint-Vincent, 37140 Saint-Nicolas-de-Bourgueil, France","[47.284309, 0.126577]",,
"Domaine Roger & Christophe Moreux Winery, France","18300 Sancerre, France","[47.33760179999999, 2.8015222]",,
"Sera Fina Winery, US","17000 Latrobe Rd, Plymouth, CA 95669, USA","[38.4558207, -120.9158369]",,
"Staatliche WeinbaudomÃ_ne Oppenheim Winery, Germany","Wormser Str. 162, 55276 Oppenheim, Germany","[49.844278, 8.351759999999999]",,
"Tanner Winery, US","435 Main St, Murphys, CA 95247, USA","[38.137523, -120.464714]",,
"VGS Chateau Potelle Winery, US","1200 Dowdell Ln, St Helena, CA 94574, USA","[38.49794199999999, -122.4599056]",,
"ChÃ¢teau de Lancyre Winery, France","Lancyre, 34270 ValflaunÃ¨s, France","[43.81626199999999, 3.895918999999999]",,
"Domaine du Prince Winery, France","Pauliac, 46140 Saint-Vincent-Rive-d'Olt, France","[44.437679, 1.337788]",,
"Fontes & Phillips Winery, US","2362 Alamo Pintado Ave, Los Olivos, CA 93441, USA","[34.6655247, -120.1161478]",,
"Altas Quintas Winery, Portugal","5070 Favaios, Portugal","[41.2656671, -7.538234699999999]",,
"Cantine Cipressi Winery, Italy","Contrada Montagna 5/B, San Felice del Molise, 86030 San felice del Molise CB, Italy","[41.87138239999999, 14.6915531]",,
"Ferraud et Fils Winery, France","31 Rue Marechal Foch, 69220 Belleville, France","[46.1122322, 4.7312755]",,
"HKG Winery, US","6050 Westside Rd, Healdsburg, CA 95448, USA","[38.5364154, -122.8674529]",,
"Sinclair Estate Vineyards, US","-B, 109 E Main St, Walla Walla, WA 99362, United States","[46.0683917, -118.3372267]",,
"Coto de Gomariz Winery, Spain","Barro de Gomariz, s/n, 32429 Leiro, Ourense, Spain","[42.381119, -8.111887]",,
"Diemersfontein Winery, South Africa","R301, Jan Van Riebeeck Dve, Newtown, Wellington, 7655, South Africa","[-33.6615636, 19.0069902]",,
"Domaine de Billards Winery, France","9 Rue de ChambÃ©ry, 21340 La Rochepot, France","[46.9550225, 4.6744895]",,
"Tres Valles Winery, Mexico","Lerdo de Tejada & Ignacio Comonfort, 22766 Villa de JuÃ¡rez, B.C., Mexico","[31.965591, -116.642437]",,
"Venturini Baldini Winery, Italy","Via Filippo Turati, 42, 42020 Roncolo RE, Italy","[44.630917, 10.5076933]",,
"Greg Norman Estates Winery, US","600 Airpark Rd, Napa, CA 94558, USA","[38.2191699, -122.2691992]",,
"Santero Winery, Italy","Via Cesare Pavese, 28, 12058 Santo Stefano Belbo CN, Italy","[44.7115807, 8.244372799999999]",,
"Cantina di Puianello Winery, Italy","Via C. Marx, 19, 42020 Puianello RE, Italy","[44.624301, 10.5626278]",,
"Enza Winery, Italy","10601 San Jose Blvd #109, Jacksonville, FL 32257, USA","[30.1862022, -81.6264918]",,
"Trinitas Winery, US","875 Bordeaux Way, Napa, CA 94558, USA","[38.2460684, -122.2739668]",,
"UniÃ_n de Productores del Valle (UPVG) Winery, Mexico","7315 Canutillo-La Union Rd, Canutillo, TX 79835, USA","[31.9264421, -106.6284069]",,
"Charles Orban Winery, France","14 Rue de la Chaude Ruelle, 51200 Ã‰pernay, France","[49.0443872, 3.9495959]",,
"Tsillan Cellars Winery, US","3875 Hwy 97A, Chelan, WA 98816, USA","[47.8348235, -120.0806173]",,
"Aurum Winery, New Zealand","140 State Highway 6, Lowburn 9384, New Zealand","[-45.024121, 169.203121]",,
"Pellegrini Winery, US","23005 Main Rd, Cutchogue, NY 11935, USA","[41.0023671, -72.5006832]",,
"Fromm Winery, New Zealand","15 Godfrey Rd, Fairhall 7272, New Zealand","[-41.5136575, 173.8463692]",,
"Antonio Caggiano Winery, Italy","Contrada Sala, 83030 Taurasi AV, Italy","[41.0062855, 14.9581084]",,
"Charlier & Fils Winery, France","4 Rue des Pervenches, 51700 Montigny sous Chatillion, France","[49.1025231, 3.7737871]",,
"Fattoria Ambra Winery, Italy","Via Lombarda, 85, 59015 Carmignano PO, Italy","[43.804082, 11.058966]",,
"Karl Schaefer Winery, Germany","WeinstraÃŸe SÃ_d 30, 67098 Bad DÃ_rkheim, Germany","[49.4576028, 8.1711555]",,
"Dominio Basconcillos Winery, Spain","09370 Gumiel de IzÃ¡n, Burgos, Spain","[41.8130396, -3.6538268]",,
"Patel Winery, US","1955 Citracado Parkway #200, Escondido, CA 92029, USA","[33.1131406, -117.1208694]",,
"Tenuta Le Calcinaie Winery, Italy","53037 San Gimignano, Province of Siena, Italy","[43.455326, 11.0599819]",,
"Estate 1856 Winery, US","5796 Dry Creek Rd, Healdsburg, CA 95448, USA","[38.682759, -122.943019]",,
"Villa Sparina Winery, Italy","Frazione Monterotondo, 56, 15066 Gavi AL, Italy","[44.712507, 8.82448]",,
"Loma Prieta Winery, US","26985 Loma Prieta Way, Los Gatos, CA 95033, USA","[37.105988, -121.8804599]",,
"Mony Winery, Israel","___ _–_¨ _“_™_¨ _¨___ê_ª, _“_™_¨ _¨_ê___ê_ª, 99889, Israel","[31.77553399999999, 34.947566]",,
"Pascal Jolivet Winery, France","Route de Chavignol, 18300 Sancerre, France","[47.3397344, 2.8320272]",,
"ChÃ¢teau Plaisance Winery, France","256 Plaisance, 33330 Saint-Ã‰milion, France","[44.860021, -0.173013]",,
"Castello dei Rampolla Winery, Italy","Via Case Sparse 22 Panzano in Chianti Loc. Santa Lucia in Faulle, 50022 Greve in Chianti FI, Italy","[43.540522, 11.292797]",,
"Clos de la Tech Winery, US","535 Eastview Way, Woodside, CA 94062, USA","[37.4584411, -122.2782391]",,
"Spottswoode Winery, US","1902 Madrona Ave, St Helena, CA 94574, USA","[38.50001109999999, -122.4787297]",,
"Il Colle Winery, Italy","Via Colle, 15, 31020 San Pietro di Feletto TV, Italy","[45.9235126, 12.2404318]",,
"Langmeil Winery, Australia","Corner Langmeil and, Para Rd, Tanunda SA 5232, Australia","[-34.5082542, 138.9632366]",,
"Matthias MÃ_ller Winery, Germany","Mainzer Str. 45, 56322 Spay, Germany","[50.25309799999999, 7.646332]",,
"Scriani Winery, Italy","Via Ponte Scrivan, 7, 37022 Fumane VR, Italy","[45.5419506, 10.8895568]",,
"Finca Torremilanos Winery, Spain","Calle Torremilanos, 5, 09400 Aranda de Duero, Burgos, Spain","[41.6556501, -3.7294531]",,
"Lorca Winery, Spain","Calle Jeronimo Santa Fe, 30800 Lorca, Murcia, Spain","[37.6670816, -1.701908]",,
"Ackerman Winery, US","4406 220th Trail, Amana, IA 52203, USA","[41.7998256, -91.8722459]",,
"Boxwood Winery, US","2042 Burrland Ln, Middleburg, VA 20117, USA","[38.9597003, -77.74653239999999]",,
"Colinas do Douro Winery, Portugal","Quinta do Vale MeÃ£o 5150-501 Vila Nova de Foz CÃ´a, 5150-501 Vila Nova de Foz CÃ´a, Portugal","[41.153762, -7.120447]",,
"Dehlinger Winery, US","4101 Vine Hill Rd, Sebastopol, CA 95472, USA","[38.452531, -122.858377]",,
"Harper Voit Winery, US","22070 NE Ridge Rd, Gaston, OR 97119, USA","[45.37598500000001, -123.11041]",,
