USAF,WBAN,STATION NAME,CTRY,ST CALL,LAT,LON,ELEV(M),BEGIN,END
780700,99999,SOUTH BIMINI,BF,MYBS,25.700000,-79.265000,3,19730101,20021009
780730,99999,NASSAU INTL,BF,MYNN,25.039000,-77.466000,4.9,19730101,20180619
780750,99999,NORTH ELEUTHERA  ELEUTHERA,BF,MYEH,25.483000,-76.667000,4,20070625,20080802
780760,99999,COFFIN HILLS/ELEUTH,BF,,25.267000,-76.300000,29,20011004,20180316
780770,99999,DUNMORE TOWN  HARBOUR IS.  EL,BF,,25.500000,-76.633000,16,19730101,19990818
780810,99999,NASSAU,BF,,25.083000,-77.367000,3,20080408,20100401
780830,99999,ANDROSTOWN,BF,,24.700000,-77.767000,3,20011017,20171029
780850,99999,MANGROVE CAY,BF,,24.250000,-77.650000,2,19730101,19781030
780860,99999,KEMP'S BAY  ANDROS,BF,,24.083000,-77.550000,4,19780901,20060111
780870,99999,THE BIGHT  CAT ISLAND,BF,,24.283000,-75.417000,3,19730101,20030902
780880,12716,COCKBURN/SAN SALVAD,BF,MYSM,24.050000,-74.533000,7,19730101,19990913
780880,99999,SAN SALVADOR,BF,MYSM,24.063000,-74.524000,7.3,20010624,20020424
780910,99999,MOSS TOWN  EXUMA,BF,,23.550000,-75.867000,3,20090422,20090422
780920,99999,GEORGE TOWN,BF,MYEG,23.467000,-75.782000,1.5,19730101,20120614
780930,99999,EXUMA INTL,BF,MYEF,23.563000,-75.878000,2.7,20040928,20080619
780940,99999,DEADMAN'S CAY  LONG ISLAND,BF,,23.100000,-74.967000,9,20090421,20090422
780950,99999,CLARENCE TOWN  LONG ISLAND,BF,,23.100000,-74.967000,9,19730101,20180211
781010,99999,DUNCAN TOWN  RAGGED ISLAND,BF,,22.200000,-75.733000,13,19730101,20040428
781030,99999,COLONEL HILL  CROOKED ISLAND,BF,,22.750000,-74.233000,29,19730101,19810227
781040,99999,CHURCH GROVE   CROOKED ISLAND,BF,,22.750000,-74.233000,29,19810101,20020224
781090,99999,ABRAHAM'S BAY   MAYAGUANA,BF,,22.367000,-72.967000,3,19440605,20050218
781180,12714,TURKS ISLAND,TK,MBGT,21.450000,-71.150000,10,19440117,19810605
781180,99999,TURKS ISLAND,TK,MBGT,21.450000,-71.150000,10,20070724,20170906
781200,99999,MATTHEW TOWN  INAGUA,BF,,20.950000,-73.650000,3,20070226,20070227
781210,99999,MATTHEW TOWN,BF,MYIG,20.975000,-73.667000,2.4,19730101,20010512
782210,99999,RAFAEL CABRERA,CU,MUNG,21.835000,-82.784000,24.1,19730101,20170328
782215,99999,PLAYA BARACOA,CU,MUPB,23.033000,-82.579000,31.1,20070722,20170328
782240,99999,JOSE MARTI INTL,CU,MUHA,22.989000,-82.409000,64,19390101,20180619
782250,99999,CASABLANCA,CU,,23.150000,-82.350000,51,20080721,20100810
782290,99999,JUAN GUALBERTO GOMEZ INTL,CU,MUVR,23.034000,-81.435000,64,19730101,20180619
782300,99999,JOVELLANOS,CU,,22.800000,-81.183000,25,20080721,20121020
782390,99999,CAYO COCO,CU,,22.533000,-78.367000,10,20080721,20180619
782430,99999,EL YABU,CU,,22.467000,-79.983000,116,20080721,20180619
782440,99999,JAIME GONZALEZ,CU,MUCF,22.150000,-80.414000,31.1,19390101,20180619
782550,99999,IGNACIO AGRAMONTE INTL,CU,MUCM,21.420000,-77.848000,125.9,19500101,20180619
782560,99999,MANZANILLO  ORIENTE,CU,MUMZ,20.333000,-77.117000,60,19791207,20161011
782561,99999,JARDINES DEL REY,CU,MUCC,22.461000,-78.328000,4,20040713,20180619
782570,99999,LAS TUNAS,CU,,20.950000,-76.950000,106,20080801,20080906
782590,99999,MANZANILLO,CU,,20.183000,-77.150000,10,20080721,20131008
782591,99999,BAYAMO,CU,,20.400000,-76.617000,61,19791201,19900219
782593,99999,CARLOS MANUEL DE CESPEDES,CU,MUBY,20.396000,-76.621000,61.9,19300501,20161011
782623,99999,FRANK PAIS INTL,CU,MUHG,20.786000,-76.315000,110,19920408,20180619
782624,99999,MANAGUA,CU,MUMG,22.970000,-82.275000,114.9,20051218,20180609
782640,99999,ANTONIO MACEO INTL,CU,MUCU,19.970000,-75.835000,75.9,19390101,20180619
782650,99999,CABO LURECIA,CU,,21.067000,-75.617000,4,20080721,20180619
782670,99999,MARIANA GRAJALES,CU,MUGT,20.085000,-75.158000,17.1,19730101,20161011
782680,99999,GUSTAVO RIZO,CU,MUBA,20.365000,-74.506000,7.9,19390101,20140924
782684,99999,ORESTES ACOSTA,CU,MUMO,20.654000,-74.922000,4.9,19800427,20161011
782700,99999,GUARO,CU,,20.667000,-75.783000,20,20080906,20080906
782800,99999,ANTILLA,CU,,20.833000,-75.717000,3,19370715,20100313
783100,99999,CABO SAN ANTONIO   PINAR DEL,CU,,21.867000,-84.950000,8,19490122,20161011
783110,99999,LA BAJADA  PINAR DEL RIO,CU,,21.917000,-84.467000,4,19780601,19900331
783120,99999,SANTA LUCIA   PINAR DEL RIO,CU,,22.667000,-83.967000,24,20020909,20160113
783130,99999,ISABEL RUBIO  PINAR DEL RIO,CU,,22.167000,-84.100000,28,19740419,20160113
783134,12857,SAN JULIAN,CU,MUSJ,22.067000,-84.150000,17.1,19361201,19810907
783140,99999,SAN JUAN Y MARTINEZ   PINAR D,CU,,22.283000,-83.833000,30,19761001,20160113
783150,99999,PINAR DEL RIO,CU,,22.417000,-83.683000,37,19730101,20161011
783160,99999,LA PALMA  PINAR DEL RIO,CU,,22.767000,-83.550000,47,19761101,20160113
783170,99999,PASO REAL DE SAN DIEGO  PINAR,CU,,22.550000,-83.300000,44,19730101,20160113
783180,99999,BAHIA HONDA  PINAR DEL RIO,CU,,22.917000,-83.167000,3,19761101,20161011
783190,99999,ARTEMISA  LA HABANA,CU,,22.800000,-82.750000,42,20020618,20160113
783200,99999,GUIRA DE MELENA   LA HABANA,CU,,22.783000,-82.517000,10,19760302,20160113
783210,99999,LA FE  ISLA DE LA JUVENTUD,CU,,21.733000,-82.767000,32,19730101,20160113
783220,99999,BATABANO  LA HABANA,CU,,22.717000,-82.283000,7,20020610,20161011
783230,99999,GUINES  LA HABANA,CU,,22.850000,-82.033000,55,19730101,20160113
783240,99999,PUNTA DEL ESTE   ISLA DE LA J,CU,,21.550000,-82.533000,10,19790908,20161011
783250,99999,CASA BLANCA   LA HABANA,CU,,23.167000,-82.350000,50,19490101,20161011
783260,99999,MATANZAS,CU,,23.017000,-81.517000,46,19730101,20160113
783270,99999,UNION DE REYES   MATANZAS,CU,,22.767000,-81.533000,30,19790908,20160113
783280,99999,SAN ANTONIO DE LOS BANOS,CU,MUSA,22.872000,-82.509000,50,19430411,20170328
783290,99999,INDIO HATUEY   MATANZAS,CU,,22.817000,-81.000000,19,19930718,20160113
783300,99999,JOVELLANOS  MATANZAS,CU,,22.783000,-81.183000,25,20020306,20160113
783310,99999,JAGUEY GRANDE   MATANZAS,CU,,22.633000,-81.267000,5,20041007,20160113
783320,99999,COLON  MATANZAS,CU,,22.683000,-80.933000,35,19730101,20160113
783330,99999,PLAYA GIRON  MATANZAS,CU,,22.067000,-81.033000,5,19730227,20161011
783334,99999,VILO ACUNA INTL,CU,MUCL,21.616000,-81.546000,3,19830520,20180619
783350,99999,AGUADA DE PASAJEROS   CIENFUE,CU,,22.383000,-80.850000,27,19730101,20160113
783360,99999,PICO SAN JUAN   CIENFUEGOS,CU,,21.917000,-80.167000,1140,19990831,19990831
783370,99999,TRINIDAD   SANCTI SPIRITUS,CU,,21.783000,-79.983000,54,19741026,20160113
783380,99999,SAGUA LA GRANDE   VILLA CLARA,CU,,22.817000,-80.083000,22,19730101,20160113
783390,99999,CAYO COCO   CIEGO DE AVILA,CU,,22.517000,-78.450000,2,19730101,20160113
783400,99999,BAINOA  LA HABANA,CU,,23.033000,-81.917000,80,20041007,20160113
783410,99999,EL JIBARO   SANCTI SPIRITUS,CU,,21.717000,-79.217000,30,20041007,20160113
783420,99999,TOPES DE COLLANTES   SANCTI S,CU,,21.917000,-80.017000,771,19750328,20160113
783430,99999,EL YABU  VILLA CLARA,CU,,22.433000,-79.983000,116,20041007,20160113
783440,99999,CANTARRANA   CIENFUEGOS,CU,,21.917000,-80.167000,42,19490101,20161011
783450,99999,JUCARO  CIEGO DE AVILA,CU,,21.617000,-78.850000,1,19761001,20161011
783460,99999,MAXIMO GOMEZ,CU,MUCA,22.027000,-78.790000,102.1,19730101,20160113
783465,99999,ABEL SANTAMARIA,CU,MUSC,22.492000,-79.944000,103,20050723,20180619
783470,99999,CAMILO CIENFUEGOS   CIEGO DE,CU,,22.150000,-78.750000,16,19730501,20160113
783480,99999,CAIBARIEN  VILLA CLARA,CU,,22.517000,-79.450000,6,19730101,20161011
783490,99999,SANCTI SPIRITUS   SANCTI SPIR,CU,,21.933000,-79.450000,97,19730107,20161011
783500,99999,FLORIDA  CAMAGUEY,CU,,21.517000,-78.233000,58,19730101,20160113
783510,99999,SANTA CRUZ DEL SUR   CAMAGUEY,CU,,20.717000,-78.000000,2,19730101,20161011
783520,99999,ESMERALDA  CAMAGUEY,CU,,21.850000,-78.117000,31,19780105,20160113
783530,99999,NUEVITAS  CAMAGUEY,CU,,21.533000,-77.250000,4,19330102,20161011
783540,99999,PALO SECO  CAMAGUEY,CU,,21.133000,-77.317000,96,19761001,20160113
783550,99999,CAMAGUEY  CAMAGUEY,CU,,21.400000,-77.850000,122,19420701,20161011
783570,99999,HERMANOS AMEIJEIRAS,CU,MUVT,20.988000,-76.936000,100,19761101,20161011
783580,99999,PUERTO PADRE   LAS TUNAS,CU,,21.200000,-76.617000,13,19730101,20161011
783590,99999,MANSANILLO  GRANMA,CU,,20.333000,-77.133000,10,20000325,20160113
783600,99999,CABO CRUZ  GRANMA,CU,,19.850000,-77.233000,10,19730101,20161011
783610,99999,JUCARITO  GRANMA,CU,,20.667000,-76.900000,12,20041007,20160113
783620,99999,LA JIQUIMA  HOLGUIN,CU,,20.933000,-76.533000,105,19730719,20160113
783630,99999,CONTRAMAESTRE   SANTIAGO DE C,CU,,20.283000,-76.250000,100,19780201,20161011
783640,99999,UNIVERSIDAD   SANTIAGO DE CUB,CU,,20.050000,-75.817000,38,19730904,20160113
783650,99999,PUNTA LUCRECIA   HOLGUIN,CU,,21.067000,-75.617000,4,19740716,20161010
783660,99999,GRAN PIEDRA   SANTIAGO DE CUB,CU,,20.033000,-75.633000,1226,19730101,20160113
783670,11706,GUANTANAMO BAY NAVAL AIR STAT,CU,MUGM,19.900000,-75.150000,39.9,19450401,20180620
783680,99999,GUANTANAMO   GUANTANAMO,CU,,20.133000,-75.233000,55,19730620,20160113
783690,99999,PUNTA DE MAISI   GUANTANAMO,CU,,20.250000,-74.150000,10,19490222,20161011
783700,99999,GUARO  HOLGUIN,CU,,20.667000,-75.783000,20,20041007,20160113
783710,99999,PINARES DE MAYARI   HOLGUIN,CU,,20.483000,-75.800000,646,20041007,20160113
783730,99999,SANTIAGO DE LAS VEGAS  CIUDAD,CU,,22.967000,-82.383000,78,20041007,20160113
783740,99999,TAPASTE  LA HABANA,CU,,23.017000,-82.133000,120,20041007,20160113
783750,99999,MELENA DEL SUR   LA HABANA,CU,,22.767000,-82.133000,25,20041007,20160113
783760,99999,BAUTA  LA HABANA,CU,,22.967000,-82.533000,65,20041007,20160113
783770,99999,VEGUITAS  GRANMA,CU,,20.317000,-76.883000,30,20041007,20160113
783780,99999,VELASCO  HOLGUIN,CU,,21.083000,-76.300000,35,20040729,20160113
783790,99999,LOMA EL MANEY  GRANMA,CU,,19.917000,-77.417000,900,19991129,20160402
783830,99999,CAYMAN BRAC,CJ,,19.683000,-79.883000,6,19730101,20170504
783840,11813,OWEN ROBERTS AIRPORT,CJ,MWCR,19.300000,-81.367000,3.1,19730101,20180619
783840,99999,OWEN ROBERTS AIRPOR,CJ,MWCR,19.283000,-81.350000,3,20000101,20071231
783841,99999,GERRARD SMITH INTL,CJ,MWCB,19.687000,-79.883000,2.4,20040930,20180619
783842,99999,MARCOS A GELABERT I,PM,,8.967000,-79.550000,10,19361001,20180619
783870,99999,NEGRIL POINT,JM,,18.250000,-78.367000,10,20010902,20180426
783880,99999,SANGSTER INTL,JM,MKJS,18.504000,-77.913000,1.2,19730101,20180619
783970,99999,NORMAN MANLEY INTL,JM,MKJP,17.936000,-76.788000,3,19411222,20180619
783990,99999,MORANT POINT,JM,,17.917000,-76.183000,2,19730101,19791022
784090,99999,CAP HAITIEN INTL,HA,MTCH,19.733000,-72.195000,3,19430801,20180619
784370,99999,PORT-AU-PRINCE (DAMIEN),HA,,18.600000,-72.283000,15,19861221,19980303
784390,99999,TOUSSAINT LOUVERTURE INTL,HA,MTPP,18.580000,-72.293000,37.2,19370101,20180619
784395,99999,CAMP CANARGUS,HA,,18.567000,-72.317000,38,19960827,19971212
784510,99999,MONTE CRISTI,DR,,19.883000,-71.650000,2,20070724,20180619
784570,99999,GREGORIO LUPERON INTL,DR,MDPP,19.758000,-70.570000,4.6,19440101,20180619
784575,99999,SAMANA,DR,MDCY,19.267000,-69.750000,4,20070807,20180619
784580,99999,PUERTO PLATA,DR,,19.750000,-70.550000,5,19921001,20180619
784600,99999,CIBAO INTL,DR,MDST,19.406000,-70.605000,172.2,19730102,20180619
784640,99999,CABRERA,DR,,19.633000,-69.883000,14,19760710,20180425
784645,99999,COTUI/SAN MIGUEL,DR,,19.050000,-70.150000,-999,19841119,19880330
784660,99999,ARROYO BARRIL,DR,,19.200000,-69.450000,42,20021105,20180324
784670,99999,SABANA DE LA MAR,DR,,19.050000,-69.383000,10,19570901,20180619
784730,99999,BAYAGUANA,DR,,18.750000,-69.633000,76,20031102,20170129
784780,99999,CABO ENGANO,DR,,18.617000,-69.317000,2,19550801,20070928
784785,99999,CASA DE CAMPO INTL,DR,MDLR,18.451000,-68.912000,73.2,19991024,20180619
784786,99999,PUNTA CANA,DR,,18.883000,-71.350000,0,19871006,19880317
784790,99999,PUNTA CANA INTL,DR,MDPC,18.567000,-68.363000,14.3,19921001,20180619
784800,99999,JIMANI,DR,,18.333000,-71.850000,56,20010819,20180609
784820,99999,MARIA MONTEZ INTL,DR,MDBH,18.251000,-71.120000,3,19730103,20180619
784840,99999,HERRERA INTL,DR,MDHE,18.470000,-69.969000,60.4,19440412,20180606
784850,99999,LAS AMERICAS INTL,DR,MDSD,18.430000,-69.669000,18,19730102,20180619
784860,99999,SANTO DOMINGO,DR,,18.433000,-69.883000,14,19431101,20180619
784865,99999,DR JOAQUIN BALAGUER INTL,DR,MDJB,18.573000,-69.986000,29.9,20061010,20180619
784880,99999,DE LA ROMANA INTNAL,DR,,18.450000,-68.920000,94,20060201,20180619
785010,11807,ISLAS DEL CISNE,HO,MHIC,17.400000,-83.933000,11,19730101,20060516
785010,99999,ISLAS DEL CISNE,HO,MHIC,17.407000,-83.933000,2,20010502,20020812
785140,11603,RAFAEL HERNANDEZ AIRPORT,US,PR TJBQ,18.498000,-67.129000,66.5,20060101,20180619
785140,99999,AQUADILLA/BORINQUEN,RQ,TJBQ,18.500000,-67.133000,72,19400311,20071231
785141,99999,TRUJILLO,HO,,15.933000,-85.933000,3,20040706,20100407
785145,11653,EUGENIO MARIA DE HOSTOS AIRPO,US,PR TJMZ,18.254000,-67.149000,11.6,20060101,20170810
785145,99999,EUGENIO MARIA DE HO,RQ,TJMZ,18.250000,-67.150000,9,19421101,20070630
785201,99999,PONCE/MERCEDITA,RQ,,18.017000,-66.567000,9,19730101,19900219
785203,398,MERCEDITA AIRPORT,RQ,TJPS,18.000000,-66.550000,9.1,20170523,20180609
785203,99999,MERCEDITA,RQ,TJPS,18.008000,-66.563000,8.8,19410401,20180519
785205,99999,PLAYA PORT PONCE,RQ,X69,17.967000,-66.617000,3,19790608,19830902
785260,11641,LUIS MUNOZ MARIN INTERNATIONA,RQ,PR TJSJ,18.433000,-66.011000,2.7,20160101,20180620
785260,99999,SAN JUAN INTL ARPT,RQ,TJSJ,18.417000,-66.000000,4,19410617,20180515
785263,11641,LUIS MUNOZ MARIN IN,RQ,PR TJSJ,18.433000,-66.011000,2.4,19960101,20171231
785265,494,FERNANDO LUIS RIBAS DOMINICCI,US,PR TJIG,18.457000,-66.098000,3.1,20150227,20180619
785265,99999,FERNANDO LUIS RIBAS DOMINICCI,RQ,TJIG,18.457000,-66.098000,3,20110223,20180103
785350,11630,NAVAL STATION ROOSEVELT ROADS,US,PR TJNR,18.255000,-65.641000,10.1,19730101,20180620
785355,99999,CAPE SAN JUAN(CGLS),RQ,X93,18.383000,-65.617000,22,19760514,19840115
785356,99999,PT TUNA/MAUNABO,RQ,X92,17.983000,-65.883000,22,19760514,19861201
785359,99999,SAINT THOMAS (CGS),VQ,X70,18.333000,-64.917000,2,19800611,19811002
785430,11640,CYRIL E KING AIRPORT,US,VI TIST,18.336000,-64.980000,6.1,19730101,20180620
785433,99999,POINT SALIMAS,GJ,,12.000000,-61.783000,12,19850405,19910806
785434,99999,BEEF ISLAND,VQ,,18.450000,-64.550000,5,19800611,19860729
785450,99999,HAM BLUFF LIGHT   ST. CROIX,RQ,,17.767000,-64.883000,21,20041005,20041005
785470,11624,CHRISTIANSTED/ALEX.,VQ,VI TISX,17.700000,-64.813000,16.8,19730101,20101231
785474,99999,ANGUILLA,VQ,,18.200000,-63.050000,29,19920804,19940311
785500,99999,TERRANCE B LETTSOME INTL,VI,TUPJ,18.445000,-64.543000,4.6,19810801,20180619
785510,11624,HENRY E ROHLSEN AIRPORT,US,VI TISX,17.700000,-64.813000,18.6,20110101,20180620
785510,99999,CHRISTIANSTED HENRY,VQ,TISX,17.700000,-64.783000,13,19410901,20101231
785830,99999,PHILIP S W GOLDSON INTL,BH,MZBZ,17.539000,-88.308000,4.6,19590503,20180619
785840,99999,BELIZE/LANDIVAR,BH,,17.517000,-88.200000,1,19510102,20150401
785880,99999,HALF MOON CAYE,BH,,17.183000,-87.500000,-999.9,19940201,20121018
785960,99999,HUNTING CAYE,BH,,16.100000,-88.250000,-999.9,19940301,20000122
786150,99999,FLORES/SANTA ELENA,GT,MGFL,16.917000,-89.883000,115,19730101,20180520
786250,99999,POPTUN,GT,,16.317000,-89.417000,500,19730102,20100727
786260,99999,,,,,,,20030921,20030921
786270,99999,HUEHUETENANGO,GT,MGHT,15.317000,-91.467000,1901,19730102,20180619
786290,99999,QUETZALTENANGO,GT,,14.817000,-91.500000,950,19871002,20140302
786310,99999,COBAN,GT,MGCB,15.469000,-90.407000,1322.5,19831105,20180619
786311,99999,MUNDO MAYA INTL,GT,MGTK,16.914000,-89.866000,130.1,20040510,20180514
786350,99999,LA LIBERTAD,GT,,16.783000,-90.133000,180,19510101,19541218
786370,99999,PUERTO BARRIOS,GT,MGPB,15.731000,-88.584000,10.1,19430711,20180619
786372,99999,ESQUIPULAS,GT,MGES,14.570000,-89.350000,965,20051113,20180619
786374,99999,CHAMPERICO,GT,MGCP,14.300000,-91.900000,11,20090601,20151002
786375,99999,PASO CABALLOS,GT,MGPC,17.267000,-90.250000,61,20110330,20130915
786376,99999,MUNDO MAYA INTL ARPT,GT,MGMM,16.900000,-89.867000,117.7,20110922,20180619
786390,99999,RETALHULEU,GT,MGRT,14.521000,-91.697000,199.9,19730101,20180619
786400,99999,GUATEMALA (OBSERVATORIO NACIO,GT,,14.583000,-90.517000,1502,20011026,20011026
786410,99999,LA AURORA,GT,MGGT,14.583000,-90.527000,1509.4,19420205,20180619
786445,99999,ZACAPA,GT,MGZA,14.967000,-89.533000,190.8,19840921,20180619
786470,99999,SAN JOSE,GT,MGSJ,13.936000,-90.836000,8.8,19420813,20180619
786475,99999,QUEZALTENANGO,GT,MGQZ,14.866000,-91.502000,2431,19841012,20180619
786490,99999,LA FRAGUA/ZACAPA,GT,,14.950000,-89.533000,470,19850307,19890505
786500,99999,ACAJUTLA/SONSONATE,ES,MSAC,13.567000,-89.833000,15,19620401,20180619
786520,99999,LOS ANDES,ES,,13.883000,-89.650000,1770,20130918,20130918
786550,99999,SANTA ANA/EL PALMAR,ES,MSSA,13.970000,-89.530000,660,19770304,20180619
786620,99999,SAN SALVADOR,ES,,13.717000,-89.200000,689,20040420,20070920
786630,99999,ILOPANGO INTL,ES,MSSS,13.699000,-89.120000,616,19560103,20180619
786634,99999,EL SALVADOR INTL,ES,,13.433000,-89.050000,30,19800423,19870114
786660,99999,EL SALVADOR INTL,ES,MSLP,13.441000,-89.056000,30.8,19870116,20180619
786700,99999,SAN MIGUEL/PAPALON,ES,MSSM,13.430000,-88.120000,80,19840109,20180619
786720,99999,LA UNION/CPI,ES,MSLU,13.317000,-87.783000,28,20021118,20180619
787000,99999,AMAPALA/LOS PELONAS,HO,MHAM,13.283000,-87.667000,5,19570701,20180619
787001,99999,AMAPALA/LOS PELONAS,HO,,13.300000,-87.633000,5,19810606,19831102
787010,99999,LA LAGUNA AIRPORT - GUANAJA,HO,MHNJ,16.445000,-85.907000,14.9,19570701,20160801
787013,99999,GUANAJA ISLAND,HO,,16.467000,-86.067000,2,19890616,20180524
787014,99999,MAPULACA AIRPORT,HO,MHLP,14.033000,-88.633000,51.8,20110626,20140623
787030,99999,JUAN MANUEL GALVEZ INTL,HO,MHRO,16.317000,-86.523000,5.5,19900105,20180619
787040,99999,TRUJILLO HONDURAS,HO,MHTR,15.930000,-85.930000,3,20060616,20180619
787050,99999,GOLOSON INTL,HO,MHLC,15.742000,-86.853000,14.9,19730214,20180619
787060,99999,TELA,HO,MHTE,15.776000,-87.476000,2.1,19510101,20180619
787070,99999,YORO,HO,MHYR,15.167000,-87.117000,670,19830812,20180619
787080,99999,LA MESA INTL,HO,MHLM,15.453000,-87.924000,27.7,19570701,20180619
787094,99999,YORO,HO,,15.133000,-87.133000,0,19830418,19830622
787110,99999,PUERTO LEMPIRA,HO,MHPL,15.261000,-83.781000,8,19610316,20180619
787140,99999,CATACAMAS,HO,MHCA,14.900000,-85.933000,442,19570701,20180619
787170,99999,SANTA ROSA DE COPAN,HO,MHSR,14.783000,-88.783000,1079,19570701,20180619
787180,99999,NUEVA OCOTEPEQUE,HO,MHNO,14.433000,-89.200000,626,19890401,20180619
787185,99999,CORONEL ENRIQUE SOT,HO,MHSC,14.383000,-87.617000,628,20050114,20080612
787190,99999,LA ESPERANZA,HO,MHLE,14.333000,-88.167000,1100,19890601,20180619
787200,99999,TONCONTIN INTL,HO,MHTG,14.061000,-87.217000,1004,19510101,20180619
787210,99999,SOTO CANO AB,HO,MHSC,14.382000,-87.621000,628.2,20070801,20180619
787240,99999,CHOLUTECA,HO,MHCH,13.300000,-87.183000,48,19630703,20180619
787250,99999,CABO GRACIAS A DIOS,HO,,15.000000,-83.167000,4,19510101,19541231
787300,99999,PUERTO CABEZAS,NU,MNPC,14.047000,-83.387000,15.8,19500614,20180619
787310,99999,NANDAIME,NU,,11.717000,-86.050000,95,20041008,20050907
787320,99999,MASATEPE,NU,,11.900000,-86.150000,150,20070226,20130802
787330,99999,RIVAS,NU,MNRS,11.417000,-85.833000,53,19750618,20180619
787340,99999,JINOTEGA,NU,MNJG,13.083000,-85.983000,985,19820801,20180608
787350,99999,JUIGALPA,NU,MNJU,12.100000,-85.367000,90,19730702,20180619
787353,99999,LEON,NU,MNLN,12.428000,-86.902000,100,19821019,19830822
787360,99999,POSOLTEGA,NU,,12.550000,-86.983000,80,20061106,20061106
787390,99999,CHINANDEGA,NU,MNCH,12.633000,-87.133000,53,19750618,20180619
787410,99999,MANAGUA INTL,NU,MNMG,12.141000,-86.168000,59.1,19421001,20180619
787421,99999,PROVIDENCIALES,TK,MBPV,21.774000,-72.266000,4.6,20040713,20180619
787440,99999,SAN CARLOS,NU,,11.133000,-84.783000,40,20040724,20170911
787450,99999,BLUEFIELDS,NU,MNBL,11.991000,-83.774000,6.1,19490301,20180619
787550,99999,NICOYA,CS,MRNC,10.150000,-85.450000,120,19730501,20030918
787600,99999,PUNTARENAS,CS,,9.967000,-84.833000,3,19490102,20160123
787605,99999,SAN JOSE/LA SABANA,CS,,9.933000,-84.100000,1132,19420409,19740821
787606,99999,PASO CANOAS,CS,,8.967000,-83.533000,10,19731204,19801112
787613,99999,CHACARITA,CS,MRCH,9.984000,-84.772000,2.1,19860918,20020227
787620,99999,JUAN SANTAMARIA INTL,CS,MROC,9.994000,-84.209000,920.8,19550704,20180619
787625,99999,TOBIAS BOLANOS INTL,CS,,9.950000,-84.133000,1019,19760305,20111201
787630,99999,AGROPECURARIA,CS,MRPT,9.970000,-84.820000,3,19490109,20051103
787640,99999,TOBIAS BOLANOS INTL,CS,MRPV,9.957000,-84.140000,994,20111105,20180619
787670,99999,LIMON INTL,CS,MRLM,9.958000,-83.022000,2.1,19490101,20180619
787720,99999,PALMAR SUR,CS,MRPM,8.951000,-83.469000,14.9,19801008,20110511
787740,99999,DANIEL ODUBER QUIROS INTL,CS,MRLB,10.593000,-85.544000,82.3,19780111,20180619
787830,99999,ENRIQUE ADOLFO JIMENEZ,PM,MPEJ,9.357000,-79.867000,7.6,19510101,20170404
787833,99999,ENRIQUE ADOLFO JIME,PM,MPCF,9.367000,-79.867000,8,19820624,19950920
787834,99999,AUGUSTO VERGARA,PM,MPNU,7.833000,-80.283000,21,19880303,19910926
787835,99999,EL PORVENIR EAST,PM,,9.550000,-78.950000,2,19730620,19740429
787838,99999,CAPTAIN MANUEL NINO,PM,MPCH,9.467000,-82.517000,5,19730102,20050610
787880,99999,EL PORVENIR,PM,MPVR,9.567000,-78.950000,2,19441221,20180503
787885,99999,PUERTO OBALDIA,PM,MPOA,8.667000,-77.417000,1,19750716,20160501
787920,99999,TOCUMEN INTL,PM,MPTO,9.071000,-79.383000,41.1,19730101,20180619
787930,99999,ENRIQUE MALEK INTL,PM,MPDA,8.391000,-82.435000,27.1,19350101,20180619
787935,99999,BOCAS DEL TORO INTL,PM,MPBO,9.341000,-82.251000,3,19730102,20180619
787940,99999,COLON,PM,,9.350000,-79.867000,8,20051125,20110202
787945,99999,CAP MANUEL NINO INTL,PM,MPCH,9.459000,-82.517000,5.8,20050611,20180603
787950,99999,RUBEN CANTU,PM,MPSA,8.086000,-80.945000,82.9,19740101,20180619
787955,99999,PANAMA PACIFICO,PM,MPPA,8.917000,-79.600000,13,19411001,20180619
787956,99999,ALONSO VALDERRAMA / CHITRE,PM,MPCE,7.988000,-80.410000,10.1,20080118,20150911
787957,99999,COCLE/CAP SCARLETT MARTINEZ A,PM,MPSM,8.383000,-80.133000,858.9,19390117,20180619
788010,99999,FT SHERMAN (ROCOB),PM,MPFS,9.333000,-79.983000,52,19730102,20060102
788060,99999,HOWARD,PM,MPHO,8.917000,-79.600000,13,19611201,20050614
788064,99999,HOWARD AFB,PM,MPHO,8.917000,-79.600000,16,19800420,19800809
788065,99999,CHIVA-CHIVA,PM,,9.033000,-79.600000,27,19830516,19851008
788067,99999,MARCOS A. GELABERT,PM,MPMG,8.983000,-79.517000,13,19730102,20010921
788070,99999,COROZAL OESTE,PM,,8.967000,-79.567000,7,20050427,20050427
788071,99999,ALBROOK AFB/BALBOA,PM,MPLB,8.967000,-79.550000,9,19570101,19710314
788075,99999,TOCUMEN/GEN. OMAR,PM,,9.083000,-79.367000,41,19730601,19730630
788076,99999,CAP RAMON XATRUCH,PM,MPLP,8.407000,-78.142000,9,19730102,19950920
788077,99999,SANTIAGO,PM,,8.083000,-80.950000,83,19730102,19740429
788078,99999,RIO HATO,PM,MPRH,8.367000,-80.117000,32,19730102,20060609
788079,99999,JAQUE,PM,MPJE,7.517000,-78.150000,9,19430813,20160501
788080,99999,ALBROOK,PM,MPAL,8.983000,-79.550000,66,20050809,20050812
788250,99999,CLIPPERTON,,,10.300000,-109.217000,-999.9,20050319,20160303
788460,99999,ANGUILLA,AV,,18.200000,-63.050000,29,19870302,20180619
